number	hits	start	end	length	score	scaff	strand	taxon_name	taxon_id
1737	WP_095842669.1,WP_000067623.1	278296	282161	3870	1222	NZ_JBHFHB010000001.1		GCF_041927505.1	3342792
1738	WP_374997802.1,WP_000193004.1	112074	115939	3870	1222	NZ_JAVAXQ010000003.1		GCF_041955115.1	3055774
1739	WP_000067650.1,WP_000192978.1	88243	92108	3870	1222	NZ_JBFNPN010000018.1		GCF_040796985.1	2026187
1740	WP_000192965.1,WP_000067632.1	472206	476071	3870	1222	NZ_JBFNPM010000002.1		GCF_040797005.1	1392
1741	WP_088048344.1,WP_088048343.1	11868	15733	3870	1222	NZ_JBFNPL010000012.1		GCF_040797035.1	1890302
1742	WP_088048344.1,WP_088048343.1	11868	15733	3870	1222	NZ_JBFNPO010000007.1		GCF_040797085.1	1890302
1743	WP_098485891.1,WP_367888061.1	109361	113226	3870	1222	NZ_JBFQEA010000003.1		GCF_040807465.1	1890302
1744	WP_073530310.1,WP_061183172.1	1275223	1279088	3870	1222	NZ_JBFOAI010000001.1		GCF_040811505.1	2026187
1745	WP_061183172.1,WP_073530310.1	4463	8328	3870	1222	NZ_JBFOAJ010000003.1		GCF_040811665.1	2026187
1746	WP_053602028.1,WP_053602024.1	134321	140788	3510	1222	NZ_JBHLXR010000003.1		GCF_042432145.1	1840411
1747	WP_097852229.1,WP_098298535.1	238444	242309	3870	1222	NZ_JBGCUA010000008.1		GCF_041106215.1	2026188
1748	WP_242299690.1,WP_375867048.1	4775	8640	3870	1222	NZ_JBHVDW010000066.1		GCF_042802575.1	2026188
1749	WP_097816645.1,WP_390258100.1	468938	472803	3870	1222	NZ_JBIAEX010000002.1		GCF_042868835.1	2026190
1750	WP_000067632.1,WP_000192965.1	4542611	4546476	3870	1222	NZ_CP140722.1		GCF_043190285.1	1392
1751	WP_000067632.1,WP_000192965.1	444781	448646	3870	1222	NZ_CP140724.1		GCF_043190595.1	1392
1752	WP_270606428.1,WP_395761350.1	1269646	1273511	3870	1222	NZ_CP172246.1		GCF_044324725.1	3375707
1753	WP_000105762.1,WP_074565486.1	288586	292451	3870	1222	NZ_JAVAXR010000003.1		GCF_042709255.1	3055775
1754	WP_000192965.1,WP_000067632.1	1218770	1222635	3870	1222	NZ_CP167924.1		GCF_041508535.1	1392
1755	WP_372391654.1,WP_158318025.1	372280	376145	3870	1222	NZ_JBGOGU010000002.1		GCF_041520735.1	1392
1756	WP_073517497.1,WP_073517496.1	542503	546368	3870	1222	NZ_JBFDTS010000003.1		GCF_041530435.1	2026190
1757	WP_048526752.1,WP_071758952.1	172361	176226	3870	1222	NZ_JBIUFY010000006.1		GCF_044626275.1	2026189
1758	WP_029437891.1,WP_029437892.1	198437	202302	3870	1222	NZ_JBIWHB010000001.1		GCF_044763855.1	2026188
1759	WP_029437891.1,WP_029437892.1	198437	202302	3870	1222	NZ_JBIWHC010000001.1		GCF_044763865.1	2026188
1760	WP_000067623.1,WP_000192974.1	211090	214955	3870	1222	NZ_JBHOQF010000005.1		GCF_042583685.1	2026186
1761	WP_000067632.1,WP_000192965.1	443525	447390	3870	1222	NZ_JBJYFE010000003.1		GCF_046221345.1	1392
1762	WP_000192965.1,WP_000067632.1	471266	475131	3870	1222	NZ_JBJYFI010000003.1		GCF_046221365.1	1392
1763	WP_000192965.1,WP_409219208.1	472198	476063	3870	1222	NZ_JBJYFG010000001.1		GCF_046221385.1	1392
1764	WP_000067632.1,WP_000192965.1	443438	447303	3870	1222	NZ_JBJYFH010000003.1		GCF_046221405.1	1392
1765	WP_000067616.1,WP_000192959.1	4017837	4021702	3870	1222	NZ_CP176690.1		GCF_046272075.1	2026186
1766	WP_000067632.1,WP_000192965.1	444792	448657	3870	1222	NZ_CP140728.1		GCF_043191725.1	1392
1767	WP_000192965.1,WP_000067632.1	473111	476976	3870	1222	NZ_JBIXFV010000003.1		GCF_044751425.1	1392
1768	WP_000192965.1,WP_000067632.1	1218220	1222085	3870	1222	NZ_CP135587.1		GCF_045038045.1	1392
1769	WP_061530860.1,WP_000192967.1	183039	186904	3870	1222	NZ_JAWQUR010000013.1		GCF_045503915.1	1396
1770	WP_071708929.1,WP_410490493.1	4090786	4094651	3870	1222	NZ_CP128608.1		GCF_046529595.1	2026188
1771	WP_000192959.1,WP_000067616.1	200101	203966	3870	1222	NZ_JBIQNN010000004.1		GCF_049257295.1	2026186
1772	WP_163072450.1,WP_061131565.1	264124	267989	3870	1222	NZ_JBNFMY010000002.1		GCF_049942375.1	2026186
1773	WP_000067620.1,WP_000192959.1	210235	214100	3870	1222	NZ_JBNFZQ010000002.1		GCF_049945275.1	2026186
1774	WP_417902531.1,WP_417902532.1	169817	173682	3870	1222	NZ_JBLWBB010000013.1		GCF_048285595.1	3401756
1775	WP_000192967.1,WP_042513076.1	263133	266998	3870	1222	NZ_JBHLSM010000003.1		GCF_045376215.1	1396
1776	WP_406895131.1,WP_406895132.1	219830	223695	3870	1222	NZ_JBHLJQ010000004.1		GCF_045376235.1	1396
1777	WP_000192959.1,WP_000067616.1	200400	204265	3870	1222	NZ_JAWMBT010000002.1		GCF_046576265.1	2026186
1778	WP_000192959.1,WP_000067616.1	200343	204208	3870	1222	NZ_JAWMBW010000006.1		GCF_046576305.1	2026186
1779	WP_309172282.1,WP_410986075.1	51001	54866	3870	1222	NZ_JAWMBV010000007.1		GCF_046576325.1	2026186
1780	WP_016716913.1,WP_016716914.1	111121	114986	3870	1222	NZ_JAWMBU010000014.1		GCF_046576345.1	2026187
1781	WP_000192960.1,WP_270695578.1	349919	353784	3870	1222	NZ_JAWMBR010000003.1		GCF_046576385.1	2026186
1782	WP_000192959.1,WP_000067616.1	311742	315607	3870	1222	NZ_JAWMBS010000002.1		GCF_046576445.1	2026186
1783	WP_061183172.1,WP_000192978.1	104126	107991	3870	1222	NZ_JAWMBN010000012.1		GCF_046576465.1	2026187
1784	WP_000067650.1,WP_000192978.1	525523	529388	3870	1222	NZ_JAWMBK010000003.1		GCF_046576525.1	2026187
1785	WP_000192965.1,WP_000067632.1	134730	138595	3870	1222	NZ_JBLBSI010000007.1		GCF_047291555.1	1392
1786	WP_000192965.1,WP_000067632.1	67587	71452	3870	1222	NZ_JBLBSG010000010.1		GCF_047291565.1	1392
1787	WP_000067632.1,WP_000192965.1	111143	115008	3870	1222	NZ_JBLBSH010000003.1		GCF_047291615.1	1392
1788	WP_202294123.1,WP_070172312.1	1233163	1237028	3870	1222	NZ_CP136661.1		GCF_047305475.1	3079309
1789	WP_088062531.1,WP_426959031.1	377742	381607	3870	1222	NZ_JBNLXW010000001.1		GCF_050171765.1	1890302
1790	WP_088062531.1,WP_087984771.1	13915	17780	3870	1222	NZ_JBNLXY010000008.1		GCF_050171875.1	1890302
1791	WP_042874671.1,WP_262718920.1	18324	22189	3870	1222	NZ_JBNLYG010000052.1		GCF_050172155.1	3418492
1792	WP_088062531.1,WP_087984771.1	108607	112472	3870	1222	NZ_JBNMRH010000003.1		GCF_050188115.1	1890302
1793	WP_076856137.1,WP_412839126.1	6006	9871	3870	1222	NZ_JBKOJV010000077.1		GCF_047228365.1	2026186
1794	WP_000067616.1,WP_000192959.1	171793	175658	3870	1222	NZ_JBKOJU010000010.1		GCF_047228425.1	2026186
1795	WP_000067616.1,WP_000192959.1	109928	113793	3870	1222	NZ_JBKOJS010000012.1		GCF_047228465.1	2026186
1796	WP_000192959.1,WP_000067616.1	200486	204351	3870	1222	NZ_JBKOJT010000009.1		GCF_047228475.1	2026186
1797	WP_000192959.1,WP_000067616.1	200486	204351	3870	1222	NZ_JBKOJR010000008.1		GCF_047228505.1	2026186
1798	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBKOJQ010000010.1		GCF_047228525.1	2026186
1799	WP_087984771.1,WP_088062531.1	477365	481230	3870	1222	NZ_JBNNIE010000001.1		GCF_050269335.1	1890302
1800	WP_087984771.1,WP_088062531.1	476753	480618	3870	1222	NZ_JBNNII010000001.1		GCF_050269435.1	1890302
1801	WP_087984771.1,WP_088062531.1	476853	480718	3870	1222	NZ_JBNNIM010000001.1		GCF_050269515.1	1890302
1802	WP_095842669.1,WP_098487019.1	1392578	1396443	3870	1222	NZ_CP117702.1		GCF_045277205.1	3026426
1803	WP_048561473.1,WP_048561472.1	1231493	1235358	3870	1222	NZ_CP133557.1		GCF_045278805.1	1890302
1804	WP_138322300.1,WP_265153149.1	144161	148026	3870	1222	NZ_JBJKCH010000009.1		GCF_046547055.1	2026186
1805	WP_000067616.1,WP_000192959.1	234810	238675	3870	1222	NZ_JAQQGD010000001.1		GCF_046563855.1	2026186
1806	WP_000192959.1,WP_000067616.1	39021	42886	3870	1222	NZ_JAQQGE010000006.1		GCF_046563875.1	2026186
1807	WP_000067616.1,WP_000192959.1	171879	175744	3870	1222	NZ_JAQQGF010000002.1		GCF_046564175.1	2026186
1808	WP_242265163.1,WP_242265164.1	275205	279070	3870	1222	NZ_JAWMCF010000004.1		GCF_046575425.1	3036942
1809	WP_000192978.1,WP_000067650.1	8361	12226	3870	1222	NZ_JAWMCB010000002.1		GCF_046575505.1	2026187
1810	WP_062821891.1,WP_208755015.1	22795	26660	3870	1222	NZ_JAWMBZ010000035.1		GCF_046576205.1	2026187
1811	WP_048526752.1,WP_414835407.1	1241393	1245258	3870	1222	NZ_CP180236.1		GCF_047556505.1	3397768
1812	WP_138322300.1,WP_265153149.1	144329	148194	3870	1222	NZ_JBJKCG010000008.1		GCF_046547015.1	2026186
1813	WP_000067616.1,WP_000192959.1	171793	175658	3870	1222	NZ_JBKOJY010000010.1		GCF_047228345.1	2026186
1814	WP_000067632.1,WP_000192965.1	111459	115324	3870	1222	NZ_JBLBSD010000003.1		GCF_047291485.1	1392
1815	WP_073530310.1,WP_061183172.1	1274838	1278703	3870	1222	NZ_JBMMKF010000001.1		GCF_049219125.1	2026187
1816	WP_073530310.1,WP_061183172.1	1275210	1279075	3870	1222	NZ_JBMMKE010000001.1		GCF_049219145.1	2026187
1817	WP_073530310.1,WP_061183172.1	1275210	1279075	3870	1222	NZ_JBMMKG010000001.1		GCF_049219165.1	2026187
1818	WP_236807173.1,WP_236807175.1	1248454	1252319	3870	1222	NZ_JBMMKH010000001.1		GCF_049219245.1	1392
1819	WP_073530310.1,WP_061183172.1	1275233	1279098	3870	1222	NZ_JBMMKK010000001.1		GCF_049219345.1	2026187
1820	WP_087984771.1,WP_087984772.1	164191	168056	3870	1222	NZ_JBNHET010000008.1		GCF_050053415.1	1890302
1821	WP_426831763.1,WP_426831762.1	241259	245124	3870	1222	NZ_JBNIKX010000005.1		GCF_050107395.1	2026190
1822	WP_426831762.1,WP_426831763.1	183766	187631	3870	1222	NZ_JBNILA010000004.1		GCF_050107455.1	2026190
1823	WP_000067618.1,WP_000192964.1	118110	121975	3870	1222	NZ_JBHFXF010000003.1		GCF_048128225.1	1392
1824	WP_000192964.1,WP_000067618.1	350274	354139	3870	1222	NZ_JBHFXG010000003.1		GCF_048128245.1	1392
1825	WP_000067618.1,WP_000192964.1	118110	121975	3870	1222	NZ_JBHFXH010000003.1		GCF_048128265.1	1392
1826	WP_000067618.1,WP_000192964.1	118110	121975	3870	1222	NZ_JBHFXI010000004.1		GCF_048128285.1	1392
1827	WP_000192964.1,WP_000067618.1	350331	354196	3870	1222	NZ_JBHFXJ010000004.1		GCF_048128445.1	1392
1828	WP_062821891.1,WP_061183172.1	150096	153961	3870	1222	NZ_JAYKJZ010000005.1		GCF_046825375.1	2026187
1829	WP_412839126.1,WP_076856137.1	6556	10421	3870	1222	NZ_JBKOJX010000076.1		GCF_047228285.1	2026186
1830	WP_000067616.1,WP_000192959.1	109805	113670	3870	1222	NZ_JBKOJZ010000011.1		GCF_047228295.1	2026186
1831	WP_000067616.1,WP_000192959.1	109805	113670	3870	1222	NZ_JBKOJW010000011.1		GCF_047228325.1	2026186
1832	WP_098720239.1,WP_098720240.1	367502	371367	3870	1222	NZ_JBIYDJ010000003.1		GCF_044908615.1	3156291
1833	WP_000192971.1,WP_000067629.1	215323	219188	3870	1222	NZ_JBMSUD010000002.1		GCF_049444875.1	1428
1834	WP_318160891.1,WP_318160892.1	1243234	1247099	3870	1222	NZ_CP150839.1		GCF_045348155.1	2026187
1835	WP_000192965.1,WP_000067632.1	1219611	1223476	3870	1222	NZ_CP184646.1		GCF_048685885.1	1392
1836	WP_000105762.1,WP_074565486.1	136287	140152	3870	1222	NZ_JBNNJS010000004.1		GCF_050270175.1	2026188
1837	WP_336589623.1,WP_336589622.1	60943	64808	3870	1222	NZ_JBKAMS010000012.1		GCF_046310575.1	1672662
1838	WP_000192965.1,WP_000067632.1	35880	39745	3870	1222	NZ_JBLBSA010000009.1		GCF_047289895.1	1392
1839	WP_000192965.1,WP_000067632.1	134974	138839	3870	1222	NZ_JBLBSB010000006.1		GCF_047289935.1	1392
1840	WP_000067632.1,WP_000192965.1	111249	115114	3870	1222	NZ_JBLBSC010000010.1		GCF_047289945.1	1392
1841	WP_000192965.1,WP_000067632.1	134730	138595	3870	1222	NZ_JBLBSJ010000007.1		GCF_047291435.1	1392
1842	WP_000192965.1,WP_000067632.1	134730	138595	3870	1222	NZ_JBLBSF010000006.1		GCF_047291445.1	1392
1843	WP_000067632.1,WP_000192965.1	111249	115114	3870	1222	NZ_JBLBSE010000010.1		GCF_047291455.1	1392
1844	WP_416488014.1,WP_074567598.1	512936	516801	3870	1222	NZ_JAETVW010000001.1		GCF_048053935.1	2026187
1845	WP_416504202.1,WP_416504203.1	16549	20414	3870	1222	NZ_JAETVX010000008.1		GCF_048053975.1	2026186
1846	WP_416515154.1,WP_270682645.1	493677	497542	3870	1222	NZ_JAEVMB010000001.1		GCF_048054035.1	2026188
1847	WP_046198555.1,WP_046198554.1	207642	211507	3870	1222	NZ_JAEVMA010000009.1		GCF_048054055.1	2026186
1848	WP_071708929.1,WP_000193004.1	457288	461153	3870	1222	NZ_JAEVMC010000002.1		GCF_048054075.1	2026188
1849	WP_426967588.1,WP_426967590.1	127384	131249	3870	1222	NZ_JBNMRU010000130.1		GCF_050188665.1	1890302
1850	WP_421615465.1,WP_070172312.1	1952056	1955921	3870	1222	NZ_JBMMKL010000001.1		GCF_049219385.1	1392
1851	WP_061183172.1,WP_062821891.1	127936	131801	3870	1222	NZ_JBLEPZ010000004.1		GCF_047345785.1	2026187
1852	WP_414206237.1,WP_070172312.1	489624	493489	3870	1222	NZ_JBLGTT010000004.1		GCF_047468785.1	1396
1853	WP_101195533.1,WP_101195534.1	36042	39907	3870	1222	NZ_JBIYZP010000007.1		GCF_045949855.1	1392
1854	WP_000192959.1,WP_000067616.1	200405	204270	3870	1222	NZ_JAXBCW010000002.1		GCF_046031335.1	2026186
1855	WP_071758952.1,WP_048526752.1	475301	479166	3870	1222	NZ_JBJJTH010000002.1		GCF_046054275.1	3382157
1856	WP_001978363.1,WP_001978361.1	90373	94238	3870	1222	NZ_JAVRFZ010000040.1		GCF_046718865.1	2026188
1857	WP_061185267.1,WP_095842669.1	170934	174799	3870	1222	NZ_JBKOHK010000002.1		GCF_046763985.1	2026186
1858	WP_428889286.1,WP_000067629.1	314523	318388	3870	1222	NZ_JBNRUU010000006.1		GCF_050379715.1	1396
1859	WP_000193004.1,WP_000105763.1	250602	254467	3870	1222	NZ_JBCMWH010000026.1		GCF_050475345.1	2026188
1860	WP_000067632.1,WP_000192965.1	443371	447236	3870	1222	NZ_JBCMWM010000008.1		GCF_050475445.1	1392
1861	WP_000192960.1,WP_000067616.1	28607	32472	3870	1222	NZ_JBCMWN010000014.1		GCF_050475465.1	2026186
1862	WP_265153149.1,WP_138322300.1	56224	60089	3870	1222	NZ_JBCMWO010000046.1		GCF_050475485.1	2026186
1863	WP_000192974.1,WP_000067623.1	198799	202664	3870	1222	NZ_JBCMXP010000013.1		GCF_050476065.1	2026186
1864	WP_061131564.1,WP_076875701.1	38932	42797	3870	1222	NZ_JBCMYY010000063.1		GCF_050477265.1	2026186
1865	WP_061131564.1,WP_061131565.1	251418	255283	3870	1222	NZ_JBCNSA010000001.1		GCF_050483525.1	2026186
1866	WP_048526753.1,WP_430637749.1	627952	631817	3870	1222	NZ_JBNXSM010000001.1		GCF_050563305.1	2026189
1867	WP_088048343.1,WP_088048344.1	15475	19340	3870	1222	NZ_JBNXSN010000022.1		GCF_050563315.1	1890302
1868	WP_088057625.1,WP_088057627.1	354523	358388	3870	1222	NZ_JBCMHN010000010.1		GCF_050456545.1	1890302
1869	WP_000193004.1,WP_071708929.1	42314	46179	3870	1222	NZ_JBCMHR010000057.1		GCF_050456565.1	2026188
1870	WP_071708929.1,WP_000193004.1	63888	67753	3870	1222	NZ_JBCMHS010000004.1		GCF_050456585.1	2026188
1871	WP_071708929.1,WP_000193004.1	63777	67642	3870	1222	NZ_JBCMHT010000012.1		GCF_050456605.1	2026188
1872	WP_000067629.1,WP_000192969.1	423701	427566	3870	1222	NZ_JBCMHU010000001.1		GCF_050456625.1	1392
1873	WP_429774580.1,WP_000105762.1	83626	87491	3870	1222	NZ_JBCMIY010000022.1		GCF_050457225.1	2026188
1874	WP_429670974.1,WP_429670973.1	181417	185282	3870	1222	NZ_JBCMJA010000006.1		GCF_050457265.1	2026186
1875	WP_429774580.1,WP_000105762.1	41832	45697	3870	1222	NZ_JBCMJN010000006.1		GCF_050457525.1	2026188
1876	WP_071735676.1,WP_071735674.1	2363	6228	3870	1222	NZ_CP139112.1		GCF_050820025.1	1392
1877	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTLJ010000007.1		GCF_050627735.1	2026186
1878	WP_431069548.1,WP_431069549.1	268702	272567	3870	1222	NZ_JBNTLK010000002.1		GCF_050627755.1	2983392
1879	WP_016088832.1,WP_016088833.1	409784	413649	3870	1222	NZ_JBNTLM010000001.1		GCF_050627795.1	1396
1880	WP_016088832.1,WP_016088833.1	108918	112783	3870	1222	NZ_JBNTLO010000003.1		GCF_050627835.1	1396
1881	WP_016088832.1,WP_016088833.1	110655	114520	3870	1222	NZ_JBNTLP010000003.1		GCF_050627855.1	1396
1882	WP_061131564.1,WP_061131565.1	2338	6203	3870	1222	NZ_JBNTLQ010000011.1		GCF_050627875.1	2026186
1883	WP_000192960.1,WP_000067616.1	75536	79401	3870	1222	NZ_JBNTLR010000006.1		GCF_050627895.1	2026186
1884	WP_000192978.1,WP_049111712.1	84117	87982	3870	1222	NZ_JBNTLS010000006.1		GCF_050627915.1	2026187
1885	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTLT010000003.1		GCF_050627935.1	2026186
1886	WP_000067616.1,WP_000192959.1	171874	175739	3870	1222	NZ_JBNTLU010000006.1		GCF_050627955.1	2026186
1887	WP_061131564.1,WP_061131565.1	134469	138334	3870	1222	NZ_JBNTMY010000010.1		GCF_050628565.1	2026186
1888	WP_000067616.1,WP_000192960.1	314897	318762	3870	1222	NZ_JBNTNC010000003.1		GCF_050628645.1	2026186
1889	WP_000192960.1,WP_000067616.1	75554	79419	3870	1222	NZ_JBNTND010000005.1		GCF_050628665.1	2026186
1890	WP_075395482.1,WP_431172045.1	37634	41499	3870	1222	NZ_JBNTNF010000008.1		GCF_050628725.1	1396
1891	WP_000067615.1,WP_000192969.1	24358	28223	3870	1222	NZ_JBNTNH010000020.1		GCF_050628745.1	1396
1892	WP_073517497.1,WP_073517496.1	267245	271110	3870	1222	NZ_JBNTNI010000003.1		GCF_050628765.1	2026190
1893	WP_073517497.1,WP_073517496.1	213999	217864	3870	1222	NZ_JBNTNK010000005.1		GCF_050628785.1	2026190
1894	WP_000067616.1,WP_000192959.1	6538	10403	3870	1222	NZ_JBNTNO010000024.1		GCF_050628905.1	2026186
1895	WP_000192974.1,WP_000067623.1	239077	242942	3870	1222	NZ_JBNTNQ010000004.1		GCF_050628925.1	2026186
1896	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTNS010000006.1		GCF_050628945.1	2026186
1897	WP_000192977.1,WP_431083103.1	203336	207201	3870	1222	NZ_JBNTNZ010000003.1		GCF_050629105.1	2026187
1898	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTOC010000007.1		GCF_050629165.1	2026186
1899	WP_095842669.1,WP_061185267.1	69070	72935	3870	1222	NZ_JBNTOI010000007.1		GCF_050629285.1	2026186
1900	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTOQ010000004.1		GCF_050629445.1	2026186
1901	WP_000067616.1,WP_000192959.1	6535	10400	3870	1222	NZ_JBNTOT010000007.1		GCF_050629505.1	2026186
1902	WP_061131565.1,WP_061131564.1	110919	114784	3870	1222	NZ_JBNTOU010000005.1		GCF_050629525.1	2026186
1903	WP_431079478.1,WP_061131564.1	47006	50871	3870	1222	NZ_JBNTOV010000033.1		GCF_050629545.1	2026186
1904	WP_061131564.1,WP_431079478.1	8551	12416	3870	1222	NZ_JBNTOW010000031.1		GCF_050629565.1	2026186
1905	WP_000067616.1,WP_000192959.1	109805	113670	3870	1222	NZ_JBNTOX010000004.1		GCF_050629585.1	2026186
1906	WP_000067616.1,WP_000192959.1	109805	113670	3870	1222	NZ_JBNTOY010000006.1		GCF_050629605.1	2026186
1907	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTOZ010000003.1		GCF_050629625.1	2026186
1908	WP_097857474.1,WP_435711966.1	474673	478538	3870	1222	NZ_JBPPHF010000003.1		GCF_051294775.1	3447457
1909	WP_088048343.1,WP_088048344.1	38039	41904	3870	1222	NZ_JBNLXR010000031.1		GCF_050171545.1	1890302
1910	WP_000192976.1,WP_000067626.1	301667	305532	3870	1222	NZ_JBCMRJ010000009.1		GCF_050463965.1	2026186
1911	WP_000192976.1,WP_000067626.1	26853	30718	3870	1222	NZ_JBCMRO010000023.1		GCF_050464165.1	2026186
1912	WP_000193004.1,WP_429791844.1	26847	30712	3870	1222	NZ_JBCMRZ010000057.1		GCF_050464625.1	2026188
1913	WP_000067626.1,WP_000192976.1	6882	10747	3870	1222	NZ_JBCMSE010000037.1		GCF_050464785.1	2026186
1914	WP_073517497.1,WP_073517496.1	266417	270282	3870	1222	NZ_JBCMTF010000017.1		GCF_050465905.1	2026190
1915	WP_061131565.1,WP_061131564.1	133429	137294	3870	1222	NZ_JBCMTE010000058.1		GCF_050465945.1	2026186
1916	WP_429655262.1,WP_429655263.1	18442	22307	3870	1222	NZ_JBCMHQ010000035.1		GCF_050456525.1	1392
1917	WP_061131564.1,WP_061131565.1	251652	255517	3870	1222	NZ_JBCNSB010000001.1		GCF_050469405.1	2026186
1918	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTPG010000003.1		GCF_050629765.1	2026186
1919	WP_000192959.1,WP_000067616.1	75397	79262	3870	1222	NZ_JBNTPH010000003.1		GCF_050629785.1	2026186
1920	WP_000067616.1,WP_000192959.1	235013	238878	3870	1222	NZ_JBNTPI010000004.1		GCF_050629805.1	2026186
1921	WP_000067616.1,WP_000192959.1	235115	238980	3870	1222	NZ_JBNTPJ010000004.1		GCF_050629825.1	2026186
1922	WP_000067619.1,WP_144507396.1	113506	117371	3870	1222	NZ_JBNTPK010000001.1		GCF_050629845.1	1396
1923	WP_098555454.1,WP_098555455.1	323612	327477	3870	1222	NZ_JBNTPL010000002.1		GCF_050629865.1	3243721
1924	WP_000192959.1,WP_000067616.1	16736	20601	3870	1222	NZ_JBNTPO010000090.1		GCF_050629925.1	2026186
1925	WP_000192959.1,WP_000067616.1	75397	79262	3870	1222	NZ_JBNTPP010000003.1		GCF_050629945.1	2026186
1926	WP_098320079.1,WP_071715904.1	92007	95872	3870	1222	NZ_JBCMKO010000011.1		GCF_050458065.1	2026188
1927	WP_098320079.1,WP_071715904.1	92038	95903	3870	1222	NZ_JBCMLM010000003.1		GCF_050458485.1	2026188
1928	WP_071715904.1,WP_098320079.1	318635	322500	3870	1222	NZ_JBCMLN010000004.1		GCF_050458545.1	2026188
1929	WP_000192976.1,WP_000067626.1	301668	305533	3870	1222	NZ_JBCMRD010000010.1		GCF_050463685.1	2026186
1930	WP_087984771.1,WP_087984772.1	28163	32028	3870	1222	NZ_JBCMRF010000004.1		GCF_050463785.1	1890302
1931	WP_000067626.1,WP_000192976.1	115930	119795	3870	1222	NZ_JBCMRG010000016.1		GCF_050463805.1	2026186
1932	WP_098720239.1,WP_098720240.1	108603	112468	3870	1222	NZ_JBCNRI010000053.1		GCF_050468745.1	1890302
1933	WP_061131564.1,WP_061131565.1	60573	64438	3870	1222	NZ_JBCNRL010000031.1		GCF_050468865.1	2026186
1934	WP_061185267.1,WP_076856137.1	91149	95014	3870	1222	NZ_JBCNRQ010000016.1		GCF_050469005.1	2026186
1935	WP_061185267.1,WP_076856137.1	170746	174611	3870	1222	NZ_JBCNRR010000015.1		GCF_050469085.1	2026186
1936	WP_061131565.1,WP_061131564.1	106987	110852	3870	1222	NZ_JBCNRY010000035.1		GCF_050469345.1	2026186
1937	WP_000067623.1,WP_000192974.1	66269	70134	3870	1222	NZ_JBCNBU010000003.1		GCF_050478785.1	2026186
1938	WP_087984772.1,WP_087984771.1	377366	381231	3870	1222	NZ_JBCNBV010000001.1		GCF_050478805.1	1890302
1939	WP_429670008.1,WP_429670009.1	27214	31079	3870	1222	NZ_JBCNCB010000034.1		GCF_050478945.1	1392
1940	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTKH010000011.1		GCF_050627175.1	2026186
1941	WP_431119441.1,WP_431119443.1	90152	94017	3870	1222	NZ_JBNTKJ010000008.1		GCF_050627195.1	2983392
1942	WP_431119441.1,WP_431119443.1	163476	167341	3870	1222	NZ_JBNTKK010000008.1		GCF_050627235.1	2983392
1943	WP_076874056.1,WP_061131564.1	110921	114786	3870	1222	NZ_JBNTKM010000009.1		GCF_050627255.1	2026186
1944	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTKP010000003.1		GCF_050627275.1	2026186
1945	WP_061185267.1,WP_095842669.1	26340	30205	3870	1222	NZ_JBNTKO010000006.1		GCF_050627295.1	2026186
1946	WP_000067616.1,WP_000192959.1	171830	175695	3870	1222	NZ_JBNTKQ010000006.1		GCF_050627335.1	2026186
1947	WP_098555455.1,WP_098555454.1	110568	114433	3870	1222	NZ_JBNTKR010000002.1		GCF_050627355.1	3243721
1948	WP_000192959.1,WP_000067616.1	41365	45230	3870	1222	NZ_JBNTKT010000006.1		GCF_050627415.1	2026186
1949	WP_000192960.1,WP_000067616.1	21842	25707	3870	1222	NZ_JBNTKV010000019.1		GCF_050627455.1	2026186
1950	WP_049111712.1,WP_000192978.1	12416	16281	3870	1222	NZ_JBNTKW010000005.1		GCF_050627475.1	2026187
1951	WP_000192978.1,WP_049111712.1	226041	229906	3870	1222	NZ_JBNTKX010000003.1		GCF_050627495.1	2026187
1952	WP_000192959.1,WP_000067616.1	75388	79253	3870	1222	NZ_JBNTLD010000023.1		GCF_050627595.1	2026186
1953	WP_001990996.1,WP_001990994.1	31504	35369	3870	1222	NZ_JBNTLY010000014.1		GCF_050628035.1	1396
1954	WP_097857474.1,WP_088062531.1	167884	171749	3870	1222	NZ_JBNTMA010000006.1		GCF_050628075.1	2983392
1955	WP_000192959.1,WP_000067616.1	75582	79447	3870	1222	NZ_JBNTMC010000003.1		GCF_050628125.1	2026186
1956	WP_000192978.1,WP_049111712.1	84171	88036	3870	1222	NZ_JBNTMD010000005.1		GCF_050628145.1	2026187
1957	WP_049111712.1,WP_000192978.1	128492	132357	3870	1222	NZ_JBNTME010000006.1		GCF_050628165.1	2026187
1958	WP_049111712.1,WP_000192978.1	128492	132357	3870	1222	NZ_JBNTMF010000006.1		GCF_050628185.1	2026187
