Organism	Scaffold	Start	End	Score	WP_020634191.1	WP_020634193.1	WP_020634194.1	WP_020634195.1	WP_020634196.1	WP_020634197.1	WP_020634198.1	WP_020634199.1	WP_020634200.1	WP_020634201.1	WP_020634202.1	WP_020634203.1	WP_143267610.1
GCF_036211965.1	NZ_JARMCR010000002.1	108904	112769	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009935125.1	NZ_NKBE01000004.1	18895	23815	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052646875.1	NZ_JBQXOY010000004.1	430079	433944	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_039639775.1	NZ_CP147789.1	4542926	4546791	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054459075.1	NZ_JBTLAY010000003.1	562095	565960	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051916025.1	NZ_JBQAFV010000003.1	444973	448838	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018588585.1	NZ_JAEUFG010000022.1	43059	45012	2255.0000	0	0	0	1	1	0	0	0	0	0	0	0	0
GCF_036851575.1	NZ_JAFLPM010000001.1	1261476	1265341	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051781245.1	NZ_JBPWIY010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000161595.1	NZ_CM000752.1	1135409	1139274	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030223045.1	NZ_JAPNPZ010000009.1	200551	204416	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051914865.1	NZ_JBQADO010000003.1	202985	206850	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038069635.2	NZ_CP168764.1	1233841	1237706	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_007678845.1	NZ_VEFI01000001.1	770986	773315	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038630395.1	NZ_CP152029.1	4217269	4219485	1072.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027716165.1	NZ_JAQFUK010000002.1	52475	56340	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021097345.1	NZ_LLZX01000229.1	171124	174989	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046591715.1	NZ_JAWVNQ010000022.1	6139	10001	1280.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_032480655.1	NZ_JAWEUF010000012.1	207454	211319	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022919115.1	NZ_CP095072.1	1072532	1077521	990.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_020147865.1	NZ_JAGXEZ010000002.1	326264	328593	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001683195.1	NZ_CP012723.1	1219189	1223054	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036621055.1	NZ_JAZICN010000005.1	380020	383885	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_056237735.1	NZ_CM149709.1	920623	924488	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051781765.1	NZ_JBPWJY010000005.1	211180	215045	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000832665.1	NZ_CP009544.1	3652077	3655942	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030067855.1	NZ_CP125989.1	1237135	1241000	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017814355.1	NZ_JAGJCP010000008.1	69282	73147	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044754025.1	NZ_JBIVOH010000008.1	170784	179048	2151.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_980650805.1	NZ_CEMBIL010000002.1	322805	325134	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033989415.1	NZ_JAXCGE010000005.1	885372	889237	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001117785.1	NZ_CMPU01000084.1	8087	11952	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050469485.1	NZ_JBCNSD010000007.1	26126	29991	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_004116035.1	NZ_SDFP01000001.1	399724	403589	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_029691445.1	NZ_CP121465.1	600701	605621	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051783425.1	NZ_JBPWNE010000008.1	55112	58977	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002562985.1	NZ_NTST01000058.1	3367	8316	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050563365.1	NZ_JBNXSQ010000001.1	87693	91558	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002146985.1	NZ_NFCU01000063.1	99371	103236	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211255.1	NZ_JARMBI010000023.1	80479	84344	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051914945.1	NZ_JBQADR010000003.1	390918	394783	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002880735.2	NZ_PHQW02000002.1	182970	186835	1254.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_013409995.1	NZ_JACCBX010000002.1	530565	536032	1521.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_030348415.1	NZ_JAUCFN010000002.1	1219367	1223232	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030348415.1	NZ_JAUCFN010000002.1	352739	356556	1214.0000	0	0	0	0	2	1	0	0	0	0	0	0	0
GCF_050510795.1	NZ_JBNKIM010000006.1	100749	106132	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031317275.1	NZ_VLYO01000003.1	471781	475646	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038005005.1	NZ_JBBOSG010000002.1	200625	202954	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003977465.1	NZ_RYXI01000005.1	423949	426278	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_008042405.1	NZ_QNUD01000010.1	93576	97441	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001043575.1	NZ_LDUK01000001.1	96970	100835	1224.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002024565.1	NZ_MTAU01000005.1	57041	60906	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000167235.1	NZ_AAEN01000008.1	201037	204902	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050627275.1	NZ_JBNTKP010000003.1	75582	79447	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003264205.1	NZ_NADT01000008.1	28161	32026	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050630325.1	NZ_JBNTQJ010000022.1	63073	66938	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_047228505.1	NZ_JBKOJR010000008.1	200486	204351	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_031323905.1	NZ_JAVIVK010000003.1	137927	141792	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018613315.1	NZ_JAGGQL010000005.1	3797	11099	1564.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_036210705.1	NZ_JARMAG010000010.1	156546	160411	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211155.1	NZ_JARMBC010000015.1	327061	330926	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051780245.1	NZ_JBPWHJ010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050628425.1	NZ_JBNTMP010000006.1	234913	238778	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051914525.1	NZ_JBQACY010000004.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022662895.1	NZ_JAKUEL010000002.1	111007	114872	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_048541545.1	NZ_CP183293.1	597857	602777	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_006088855.1	NZ_CP029323.1	1206241	1210106	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051781465.1	NZ_JBPWJJ010000002.1	113336	117201	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782545.1	NZ_JBPWLL010000007.1	176896	180761	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000783215.1	NZ_JTAF01000051.1	443000	446865	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_015071165.1	NZ_VOVF01000001.1	358175	362040	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030812975.1	NZ_JAUSTS010000003.1	268988	272814	1302.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002019605.1	NZ_KV917368.1	895458	901500	1240.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_029931435.2	NZ_CP187672.1	1350882	1353211	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051779985.1	NZ_JBPWGV010000003.1	55218	59083	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052656105.1	NZ_JBQXPL010000001.1	2671595	2673924	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782665.1	NZ_JBPWLR010000011.1	36044	39909	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051413595.1	NZ_JBOIRJ010000024.1	55155	59020	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_003284765.1	NZ_QMDK01000004.1	755198	757527	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030817595.1	NZ_JAUSZN010000001.1	947416	957852	1829.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_044794875.1	NZ_CP085020.1	603834	607663	1302.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027710825.1	NZ_JAQFNR010000017.1	30406	34271	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049902515.1	NZ_CP094428.1	1210509	1214374	1251.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036549115.1	NZ_CP144358.1	3452736	3457656	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017814195.1	NZ_JAGJCM010000005.1	57837	61702	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_023824015.1	NZ_CP085398.1	667745	673128	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001884045.1	NZ_MACF01000086.1	22048	25913	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027711645.1	NZ_JAQFOX010000005.1	108996	112861	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027711645.1	NZ_JAQFOX010000014.1	108691	113494	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_018742265.1	NZ_CP036137.1	1912405	1916270	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021655035.1	NZ_AP022921.1	1257604	1261469	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044762055.1	NZ_JBIWDO010000005.1	208963	215165	1640.0000	0	1	0	0	1	0	0	0	0	0	0	0	0
GCF_036219225.1	NZ_JARMRD010000001.1	743861	747726	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033842315.1	NZ_JAWXWA010000008.1	109835	113700	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050628665.1	NZ_JBNTND010000005.1	75554	79419	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_007678525.1	NZ_VEET01000003.1	474102	477967	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051131815.1	NZ_CP187299.1	1240094	1243959	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041530975.1	NZ_JBFDUE010000002.1	542378	546243	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050457945.1	NZ_JBCMKI010000009.1	173814	177679	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035803555.1	NZ_JARLFV010000010.1	170802	174667	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_056160265.1	NZ_JBSWWV010000023.1	20647	24476	1302.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002557085.1	NZ_NUBD01000012.1	365	4230	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050457785.1	NZ_JBCMKA010000016.1	87347	91212	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000534935.2	NZ_AP018443.1	1210156	1214021	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022458685.2	NZ_JAKGBP020000001.1	475742	479607	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_033841845.1	NZ_JAWXWP010000003.1	110170	114035	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018741565.1	NZ_CP036099.1	1239208	1243073	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001584105.1	NZ_LOMU01000071.1	194071	197936	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016757895.1	NZ_JADNQE010000011.1	10057	13922	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036212185.1	NZ_JARMDC010000018.1	304810	308675	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051967155.1	NZ_JBQCKH010000001.1	741790	744119	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050613085.1	NZ_CP192519.1	1151765	1154094	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_013131775.1	NZ_VFLO01000008.1	708367	710696	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036946105.1	NZ_JARJKV010000003.1	6560	10425	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027713605.1	NZ_JAQFQW010000001.1	811887	815752	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046576265.1	NZ_JAWMBT010000002.1	200400	204265	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782505.1	NZ_JBPWLK010000010.1	115347	119212	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900012555.1	NZ_FBXS01000003.1	67546	71411	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050457545.1	NZ_JBCMJO010000018.1	86230	90095	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035618025.1	NZ_JAYGBB010000264.1	4616	8481	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050470125.1	NZ_JBCNST010000017.1	77749	81614	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044762625.1	NZ_JBIWEQ010000001.1	148952	158510	2151.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_050107095.1	NZ_JBNIKI010000016.1	97805	102751	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050456405.1	NZ_JBCMHK010000002.1	173267	177132	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782785.1	NZ_JBPWLX010000005.1	183023	186888	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050627975.1	NZ_JBNTLW010000007.1	50303	54168	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782725.1	NZ_JBPWLV010000005.1	183023	186888	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051782925.1	NZ_JBPWME010000003.1	390884	394749	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_006351725.2	NZ_CP085880.1	927579	936916	2159.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_009734085.1	NZ_CP046386.1	1576911	1581831	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_021390035.1	NZ_CP089993.1	686615	690480	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018742225.1	NZ_CP036121.1	979575	983440	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022663555.1	NZ_JAKUFR010000017.1	32925	36790	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_032401745.1	NZ_CP135601.1	1249301	1253166	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052646635.1	NZ_JBQXOS010000002.1	55213	59078	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001831375.1	NZ_CP017016.1	1218737	1222602	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026787635.1	NZ_JAKRPC010000024.1	89855	92184	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_000021445.1	NC_012581.1	3016086	3019951	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001029875.1	NZ_LDPG01000005.1	31507	35372	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050478365.1	NZ_JBCNAZ010000017.1	78901	82766	1200.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050995365.1	NZ_CP194758.1	4406241	4410106	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036851475.1	NZ_JAFLOQ010000001.1	3970478	3974343	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050630305.1	NZ_JBNTQG010000008.1	116615	120480	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900094815.1	NZ_FMBJ01000013.1	543708	547573	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026787025.1	NZ_JAKRQH010000001.1	89859	92188	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211025.1	NZ_JARMAY010000011.1	301749	305614	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_049943915.1	NZ_JBNFXL010000001.1	444592	448457	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_018739685.1	NZ_CP036034.1	1173486	1177351	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_056312675.1	NZ_CM149987.1	1212770	1216635	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_011421515.1	NZ_WOYD01000005.1	19009	23929	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_024134585.1	NZ_CP099864.1	1577942	1580271	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001758315.1	NZ_MEAQ01000334.1	27041	30906	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051904815.1	NZ_CP196734.1	977096	980961	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050846935.1	NZ_JBOZGP010000002.1	213516	215845	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_041530715.1	NZ_JBFDTX010000005.1	169291	173156	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_017814535.1	NZ_JAGJDC010000002.1	471858	475723	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050628165.1	NZ_JBNTME010000012.1	77091	81894	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_050628165.1	NZ_JBNTME010000006.1	128492	132357	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002025275.1	NZ_MVKC01000010.1	67596	71461	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009669065.1	NZ_RXZL01000198.1	1602	5467	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050458025.1	NZ_JBCMKM010000193.1	1674	5539	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051914765.1	NZ_JBQADK010000003.1	390465	394330	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_016483685.1	NZ_JAEHBK010000004.1	129690	133555	1200.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_055379185.1	NZ_AP043951.1	1612987	1615744	732.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025947955.1	NZ_CP097257.1	1192856	1196721	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_014712675.1	NZ_JACXSI010000016.1	60532	67726	1958.0000	0	1	0	0	1	1	0	0	0	0	0	0	0
GCF_003400255.1	NZ_QUQU01000001.1	1026034	1029899	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038628485.1	NZ_CP152024.1	1610841	1613170	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_054765655.1	NZ_BAAICD010000003.1	197023	200888	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_025517935.1	NZ_JAOPRL010000001.1	461536	465401	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050171915.1	NZ_JBNLXZ010000019.1	58290	62155	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001683235.1	NZ_CP012725.1	1219189	1223054	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027306445.1	NZ_RXFX01000001.1	334455	338320	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002571785.1	NZ_NVJD01000028.1	176234	180099	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036211885.1	NZ_JARMCL010000033.1	58138	62003	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022662685.1	NZ_JAKUEA010000002.1	124156	128021	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036945925.1	NZ_JARJKU010000003.1	376081	379946	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035801535.1	NZ_JARLBS010000002.1	321692	325557	1217.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_980653135.1	NZ_CEMBRG010000001.1	725612	727941	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_004023705.1	NZ_SBHQ01000018.1	414653	418518	1234.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_030388705.1	NZ_CP128801.1	3774100	3779483	1182.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036620795.1	NZ_JAZICK010000059.1	15597	19462	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002896595.1	NZ_PPEQ01000003.1	338665	342530	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027710125.1	NZ_JAQFNC010000008.1	110754	114619	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001884035.1	NZ_MACG01000031.1	270717	274582	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036210745.1	NZ_JARMAJ010000117.1	28997	32862	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_900094995.1	NZ_FMJF01000019.1	181917	185782	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_053569555.1	NZ_JBSEED010000023.1	19647	24570	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022662615.1	NZ_JAKUDX010000002.1	226916	230781	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002570255.1	NZ_NVHU01000004.1	180583	184448	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_029222485.1	NZ_JARHXH010000055.1	110547	114412	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046547055.1	NZ_JBJKCH010000009.1	144161	148026	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038593175.1	NZ_CP151970.1	1641548	1643877	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002555735.1	NZ_NUEA01000009.1	20424	24289	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_039619585.1	NZ_CP154909.1	1572743	1575072	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036209645.1	NZ_JARLYF010000012.1	176132	179997	1201.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_026795955.1	NZ_JALAXF010000046.1	6702	10567	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051915385.1	NZ_JBQAEP010000002.1	198348	202213	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035811855.1	NZ_JARSND010000018.1	18897	23817	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_036217345.1	NZ_JARMNG010000031.1	5430	9295	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_022809835.2	NZ_CP094455.1	1232520	1236385	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_002576825.1	NZ_NUJP01000042.1	5749	10698	1247.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_035618135.1	NZ_JAYGBG010000253.1	5579	9444	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_001884225.1	NZ_MAOF01000057.1	38032	41897	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_023824035.1	NZ_CP085399.1	1239847	1243712	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050469405.1	NZ_JBCNSB010000001.1	251652	255517	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_051967185.1	NZ_JBQCKF010000003.1	266568	268897	1187.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046310575.1	NZ_JBKAMS010000012.1	60943	64808	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_038008515.1	NZ_JBBOZG010000001.1	4513053	4516484	1045.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027710425.1	NZ_JAQFNH010000004.1	218197	222062	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_044762185.1	NZ_JBIWDT010000005.1	51027	60298	2151.0000	0	2	0	0	1	0	0	0	0	0	0	0	0
GCF_027715825.1	NZ_JAQFTZ010000004.1	109500	113365	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_027715825.1	NZ_JAQFTZ010000015.1	51214	56017	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_036620875.1	NZ_JAZICH010000004.1	459941	463806	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_009914175.1	NZ_CP031694.1	329611	334531	1279.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_052646515.1	NZ_JBQXOO010000003.1	235262	239127	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_055793865.1	NZ_CM147730.1	4997094	5000755	1199.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_046575505.1	NZ_JAWMCB010000015.1	45526	50329	1150.0000	0	0	1	0	1	0	0	0	0	0	0	0	0
GCF_046575505.1	NZ_JAWMCB010000002.1	8361	12226	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
GCF_050278785.1	NZ_JBNNTN010000003.1	198437	202302	1222.0000	0	0	0	0	1	1	0	0	0	0	0	0	0
